State,District,Disease,ISO_Year,ISO_Week,Cases,Deaths,Latitude,Longitude,Precipitation,Surface Temperature,LAI,Date,fever_cases,fever_rate,headache_cases,headache_rate,chills_cases,chills_rate,muscle_pain_cases,muscle_pain_rate,joint_pain_cases,joint_pain_rate,joint_swelling_cases,joint_swelling_rate,fatigue_cases,fatigue_rate,nausea_cases,nausea_rate,vomiting_cases,vomiting_rate,rash_cases,rash_rate,retro_orbital_pain_cases,retro_orbital_pain_rate,abdominal_pain_cases,abdominal_pain_rate,diarrhea_cases,diarrhea_rate,watery_diarrhea_cases,watery_diarrhea_rate,dehydration_cases,dehydration_rate,weakness_cases,weakness_rate,altered_mental_status_cases,altered_mental_status_rate,seizures_cases,seizures_rate
Assam,Darrang,Acute Diarrhoeal Disease,2012,10,10.0,0.0,26.75,92.5,0.03950848719,297.005,11.0,2012-03-11,3,0.3,0,0.0,2,0.2,0,0.0,0,0.0,0,0.0,0,0.0,6,0.6,3,0.3,0,0.0,0,0.0,8,0.8,9,0.9,0,0.0,1,0.1,6,0.6,0,0.0,0,0.0
Assam,Darrang,Acute Diarrhoeal Disease,2012,17,26.0,0.0,26.75,92.5,0.3027163354,299.76,12.0,2012-04-25,8,0.3076923076923077,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.3076923076923077,5,0.1923076923076923,0,0.0,0,0.0,17,0.6538461538461539,18,0.6923076923076923,0,0.0,0,0.0,13,0.5,0,0.0,0,0.0
Assam,Darrang,Acute Diarrhoeal Disease,2013,21,46.0,0.0,26.75,92.5,0.8263569684,302.40000000000003,,2013-05-24,22,0.4782608695652174,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,0.4782608695652174,21,0.4565217391304347,0,0.0,0,0.0,25,0.5434782608695652,36,0.782608695652174,0,0.0,5,0.108695652173913,24,0.5217391304347826,0,0.0,0,0.0
Assam,Darrang,Acute Diarrhoeal Disease,2014,1,9.0,2.0,26.75,92.5,0.003284458632,293.03200000000004,5.0,2014-01-02,2,0.2222222222222222,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3333333333333333,3,0.3333333333333333,0,0.0,0,0.0,6,0.6666666666666666,8,0.8888888888888888,0,0.0,1,0.1111111111111111,4,0.4444444444444444,0,0.0,0,0.0
Assam,Darrang,Acute Diarrhoeal Disease,2018,40,11.0,0.0,26.75,92.5,0.3953130559,296.4066666,33.0,2018-10-02,5,0.4545454545454545,0,0.0,2,0.1818181818181818,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1818181818181818,6,0.5454545454545454,0,0.0,0,0.0,10,0.9090909090909092,9,0.8181818181818182,0,0.0,6,0.5454545454545454,9,0.8181818181818182,0,0.0,0,0.0
Assam,Darrang,Cholera,2009,39,12.0,3.0,26.75,92.5,1.037069879,286.48,32.0,2009-09-24,1,0.0833333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1666666666666666,10,0.8333333333333334,0,0.0,0,0.0,7,0.5833333333333334,0,0.0,12,1.0,10,0.8333333333333334,5,0.4166666666666667,0,0.0,0,0.0
Assam,Darrang,Cholera,2012,20,38.0,1.0,26.75,92.5,0.7453016862,300.895,,2012-05-16,8,0.2105263157894736,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.131578947368421,28,0.7368421052631579,0,0.0,0,0.0,18,0.4736842105263157,0,0.0,35,0.9210526315789472,28,0.7368421052631579,29,0.7631578947368421,0,0.0,0,0.0
Assam,Darrang (Mangaldoi),AES,2021,28,1.0,1.0,26.4365974,92.0342718,0.5646023281,271.9,5.0,2021-07-15,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0
Assam,Darrang (Mangaldoi),Acute Diarrhoeal Disease,2019,35,7.0,0.0,26.4365974,92.0342718,0.6794404621,300.4466666,,2019-08-28,1,0.1428571428571428,0,0.0,1,0.1428571428571428,0,0.0,0,0.0,0,0.0,0,0.0,3,0.4285714285714285,3,0.4285714285714285,0,0.0,0,0.0,4,0.5714285714285714,7,1.0,0,0.0,2,0.2857142857142857,7,1.0,0,0.0,0,0.0
Assam,Darrang (Mangaldoi),Acute Diarrhoeal Disease,2019,45,2.0,1.0,26.4365974,92.0342718,0.02317156183,297.08,34.0,2019-11-10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,2,1.0,2,1.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0
Assam,Dhemaji,AES,2010,22,5.0,3.0,27.4668315,94.51786509,1.370331055,300.06,2.0,2010-06-04,5,1.0,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,1.0,5,1.0,2,0.4
Assam,Dhemaji,AES,2011,26,3.0,1.0,27.4668315,94.51786509,1.32918677,297.44,,2011-07-03,3,1.0,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.6666666666666666,3,1.0,1,0.3333333333333333
Assam,Dhemaji,AES,2011,27,5.0,1.0,27.4668315,94.51786509,0.9987289011,283.27,7.0,2011-07-07,4,0.8,3,0.6,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.8,5,1.0,2,0.4
Assam,Dhemaji,AES,2021,27,2.0,0.0,27.4668315,94.51786509,0.6709550457,274.91,4.0,2021-07-09,2,1.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,2,1.0,0,0.0
Assam,Dhemaji,Acute Diarrhoeal Disease,2019,22,15.0,0.0,27.4668315,94.51786509,0.1343827964,298.996,,2019-06-01,4,0.2666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.3333333333333333,2,0.1333333333333333,0,0.0,0,0.0,15,1.0,11,0.7333333333333333,0,0.0,1,0.0666666666666666,10,0.6666666666666666,0,0.0,0,0.0
Assam,Dhemaji,Dengue,2012,43,11.0,0.0,27.4668315,94.51786509,0.00367121711,300.17,,2012-10-22,11,1.0,7,0.6363636363636364,0,0.0,6,0.5454545454545454,5,0.4545454545454545,0,0.0,4,0.3636363636363636,4,0.3636363636363636,0,0.0,4,0.3636363636363636,4,0.3636363636363636,0,0.0,1,0.0909090909090909,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Assam,Dhemaji,Dengue,2015,39,11.0,0.0,27.4668315,94.51786509,2.000969521,302.5,18.0,2015-09-24,10,0.9090909090909092,9,0.8181818181818182,0,0.0,8,0.7272727272727273,3,0.2727272727272727,0,0.0,3,0.2727272727272727,4,0.3636363636363636,3,0.2727272727272727,8,0.7272727272727273,4,0.3636363636363636,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Assam,Dhemaji,Malaria,2010,19,257.0,0.0,27.4668315,94.51786509,1.05596465,296.57,8.0,2010-05-10,210,0.8171206225680934,156,0.6070038910505836,170,0.6614785992217899,96,0.3735408560311284,0,0.0,0,0.0,157,0.6108949416342413,35,0.1361867704280155,36,0.1400778210116731,0,0.0,0,0.0,0,0.0,5,0.0194552529182879,0,0.0,0,0.0,80,0.311284046692607,0,0.0,0,0.0
Assam,Dhubri,Acute Diarrhoeal Disease,2018,18,12.0,0.0,26.01894625,89.94188952,1.284291834,300.44,12.0,2018-05-03,3,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.25,6,0.5,0,0.0,0,0.0,9,0.75,12,1.0,0,0.0,4,0.3333333333333333,8,0.6666666666666666,0,0.0,0,0.0
Assam,Dhubri,Dengue,2017,41,7.0,0.0,26.01894625,89.94188952,0.6171185581,301.41200000000003,20.0,2017-10-09,7,1.0,6,0.8571428571428571,0,0.0,6,0.8571428571428571,7,1.0,0,0.0,5,0.7142857142857143,4,0.5714285714285714,4,0.5714285714285714,3,0.4285714285714285,4,0.5714285714285714,0,0.0,2,0.2857142857142857,0,0.0,0,0.0,1,0.1428571428571428,0,0.0,0,0.0
Assam,Dhubri,Malaria,2010,23,140.0,0.0,26.01894625,89.94188952,4.658001312,290.95,2.0,2010-06-08,116,0.8285714285714286,85,0.6071428571428571,87,0.6214285714285714,37,0.2642857142857143,0,0.0,0,0.0,82,0.5857142857142857,15,0.1071428571428571,13,0.0928571428571428,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35,0.25,0,0.0,0,0.0
Assam,Dhubri,Malaria,2019,15,15.0,0.0,26.01894625,89.94188952,0.2764066617,297.892,13.0,2019-04-11,15,1.0,14,0.9333333333333332,14,0.9333333333333332,8,0.5333333333333333,0,0.0,0,0.0,10,0.6666666666666666,5,0.3333333333333333,3,0.2,0,0.0,0,0.0,0,0.0,3,0.2,0,0.0,0,0.0,8,0.5333333333333333,0,0.0,0,0.0
Assam,Dhubri,Malaria,2019,21,12.0,0.0,26.01894625,89.94188952,0.7692469173,298.556,10.0,2019-05-21,7,0.5833333333333334,9,0.75,9,0.75,4,0.3333333333333333,0,0.0,0,0.0,10,0.8333333333333334,4,0.3333333333333333,2,0.1666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.4166666666666667,0,0.0,0,0.0
Assam,Dibrugarh,AES,2010,18,3.0,2.0,27.4844597,94.9019447,0.3571805146,300.54,8.0,2010-05-05,2,0.6666666666666666,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,0.0
Assam,Dibrugarh,AES,2010,19,4.0,0.0,27.4844597,94.9019447,1.05596465,296.57,8.0,2010-05-10,4,1.0,4,1.0,0,0.0,1,0.25,0,0.0,0,0.0,3,0.75,0,0.0,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,4,1.0,3,0.75
Assam,Dibrugarh,AES,2013,3,94.0,18.0,27.4844597,94.9019447,0.002030220395,292.53000000000003,,2013-01-17,81,0.8617021276595744,65,0.6914893617021277,0,0.0,0,0.0,0,0.0,0,0.0,32,0.3404255319148936,0,0.0,9,0.0957446808510638,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,59,0.6276595744680851,70,0.7446808510638298,27,0.2872340425531915
Assam,Dibrugarh,AES,2013,24,183.0,48.0,27.4844597,94.9019447,0.0257022512,303.77,17.0,2013-06-16,143,0.7814207650273224,113,0.6174863387978142,0,0.0,0,0.0,0,0.0,0,0.0,59,0.3224043715846995,0,0.0,13,0.0710382513661202,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,100,0.546448087431694,144,0.7868852459016393,47,0.2568306010928962
Assam,Dibrugarh,AES,2014,27,43.0,9.0,27.4844597,94.9019447,0.773578551,279.84000000000003,,2014-07-04,35,0.813953488372093,25,0.5813953488372093,0,0.0,0,0.0,0,0.0,0,0.0,14,0.3255813953488372,0,0.0,4,0.0930232558139534,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,0.5348837209302325,30,0.6976744186046512,7,0.1627906976744186
Assam,Dibrugarh,AES,2016,4,67.0,9.0,27.4844597,94.9019447,0.0306679333,292.22,8.0,2016-01-27,57,0.8507462686567164,40,0.5970149253731343,0,0.0,0,0.0,0,0.0,0,0.0,18,0.2686567164179104,0,0.0,3,0.044776119402985,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39,0.582089552238806,49,0.7313432835820896,18,0.2686567164179104
Assam,Dibrugarh,AES,2016,51,33.0,8.0,27.4844597,94.9019447,0.0003594696305,296.54400000000004,13.0,2016-12-21,32,0.9696969696969696,25,0.7575757575757576,0,0.0,1,0.0303030303030303,0,0.0,0,0.0,17,0.5151515151515151,0,0.0,10,0.303030303030303,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,0.7272727272727273,32,0.9696969696969696,17,0.5151515151515151
Assam,Dibrugarh,AES,2017,12,18.0,3.0,27.4844597,94.9019447,0.1007892562,300.0,10.0,2017-03-26,18,1.0,13,0.7222222222222222,0,0.0,3,0.1666666666666666,0,0.0,0,0.0,8,0.4444444444444444,0,0.0,8,0.4444444444444444,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.7777777777777778,18,1.0,7,0.3888888888888889
Assam,Dibrugarh,Acute Diarrhoeal Disease,2010,22,4.0,1.0,27.4844597,94.9019447,1.901711645,289.49,2.0,2010-06-06,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0,0,0.0,2,0.5,3,0.75,0,0.0,1,0.25,3,0.75,0,0.0,0,0.0
Assam,Dibrugarh,Acute Diarrhoeal Disease,2010,32,12.0,1.0,27.4844597,94.9019447,0.485282387,300.14,,2010-08-13,3,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1666666666666666,2,0.1666666666666666,0,0.0,0,0.0,8,0.6666666666666666,12,1.0,0,0.0,1,0.0833333333333333,7,0.5833333333333334,0,0.0,0,0.0
Assam,Dibrugarh,Acute Diarrhoeal Disease,2010,44,166.0,0.0,27.4844597,94.9019447,0.01781948214,301.19,19.0,2010-11-07,52,0.3132530120481928,0,0.0,12,0.072289156626506,0,0.0,0,0.0,0,0.0,0,0.0,60,0.3614457831325301,63,0.3795180722891566,0,0.0,0,0.0,124,0.7469879518072289,137,0.8253012048192772,0,0.0,21,0.1265060240963855,110,0.6626506024096386,0,0.0,0,0.0
Assam,Dibrugarh,Acute Diarrhoeal Disease,2011,23,4.0,1.0,27.4844597,94.9019447,1.323451787,300.05,11.0,2011-06-06,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.75,2,0.5,0,0.0,0,0.0,3,0.75,4,1.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0
Assam,Dibrugarh,Acute Diarrhoeal Disease,2012,21,86.0,0.0,27.4844597,94.9019447,0.8280119688,299.212,15.0,2012-05-21,14,0.1627906976744186,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,0.1860465116279069,17,0.1976744186046511,0,0.0,0,0.0,41,0.4767441860465116,67,0.7790697674418605,0,0.0,0,0.0,40,0.4651162790697674,0,0.0,0,0.0
Assam,Dibrugarh,Acute Diarrhoeal Disease,2012,23,23.0,0.0,27.4844597,94.9019447,1.913111273,283.66,11.0,2012-06-06,6,0.2608695652173913,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.1739130434782608,11,0.4782608695652174,0,0.0,0,0.0,14,0.6086956521739131,18,0.782608695652174,0,0.0,2,0.0869565217391304,15,0.6521739130434783,0,0.0,0,0.0
Assam,Dibrugarh,Acute Diarrhoeal Disease,2012,38,67.0,0.0,27.4844597,94.9019447,2.309937183,,2.0,2012-09-18,20,0.2985074626865671,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,0.2835820895522388,26,0.3880597014925373,0,0.0,0,0.0,41,0.6119402985074627,56,0.835820895522388,0,0.0,9,0.1343283582089552,38,0.5671641791044776,0,0.0,0,0.0
Assam,Dibrugarh,Acute Diarrhoeal Disease,2013,16,33.0,2.0,27.4844597,94.9019447,1.191392867,293.445,6.0,2013-04-16,10,0.303030303030303,0,0.0,1,0.0303030303030303,0,0.0,0,0.0,0,0.0,0,0.0,18,0.5454545454545454,9,0.2727272727272727,0,0.0,0,0.0,18,0.5454545454545454,25,0.7575757575757576,0,0.0,3,0.0909090909090909,22,0.6666666666666666,0,0.0,0,0.0
Assam,Dibrugarh,Acute Diarrhoeal Disease,2014,23,68.0,0.0,27.4844597,94.9019447,0.2138732549,303.0333334,11.0,2014-06-06,20,0.2941176470588235,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.2647058823529412,25,0.3676470588235294,0,0.0,0,0.0,44,0.6470588235294118,53,0.7794117647058824,0,0.0,7,0.1029411764705882,41,0.6029411764705882,0,0.0,0,0.0
Assam,Dibrugarh,Acute Diarrhoeal Disease,2014,45,42.0,0.0,27.4844597,94.9019447,0.00108423338,302.3666666,,2014-11-09,20,0.4761904761904761,0,0.0,1,0.0238095238095238,0,0.0,0,0.0,0,0.0,0,0.0,18,0.4285714285714285,13,0.3095238095238095,0,0.0,0,0.0,30,0.7142857142857143,37,0.8809523809523809,0,0.0,7,0.1666666666666666,29,0.6904761904761905,0,0.0,0,0.0
Assam,Dibrugarh,Acute Diarrhoeal Disease,2015,44,28.0,2.0,27.4844597,94.9019447,0.06220711313,299.8933334,20.0,2015-10-28,18,0.6428571428571429,0,0.0,1,0.0357142857142857,0,0.0,0,0.0,0,0.0,0,0.0,12,0.4285714285714285,10,0.3571428571428571,0,0.0,0,0.0,22,0.7857142857142857,27,0.9642857142857144,0,0.0,9,0.3214285714285714,17,0.6071428571428571,0,0.0,0,0.0
Assam,Dibrugarh,Acute Diarrhoeal Disease,2016,5,10.0,2.0,27.4844597,94.9019447,0.03025554285,292.9166666,,2016-02-02,3,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3,2,0.2,0,0.0,0,0.0,6,0.6,8,0.8,0,0.0,0,0.0,6,0.6,0,0.0,0,0.0
Assam,Dibrugarh,Acute Diarrhoeal Disease,2017,6,21.0,0.0,27.4844597,94.9019447,0.0124046834,298.1166666,,2017-02-10,5,0.238095238095238,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1428571428571428,6,0.2857142857142857,0,0.0,0,0.0,16,0.7619047619047619,16,0.7619047619047619,0,0.0,1,0.0476190476190476,11,0.5238095238095238,0,0.0,0,0.0
Assam,Dibrugarh,Acute Diarrhoeal Disease,2017,11,8.0,1.0,27.4844597,94.9019447,0.5398165781,292.68,,2017-03-14,4,0.5,0,0.0,2,0.25,0,0.0,0,0.0,0,0.0,0,0.0,4,0.5,4,0.5,0,0.0,0,0.0,6,0.75,8,1.0,0,0.0,1,0.125,6,0.75,0,0.0,0,0.0
Assam,Dibrugarh,Acute Diarrhoeal Disease,2017,50,30.0,1.0,27.4844597,94.9019447,0.000170675394,296.016,12.0,2017-12-12,8,0.2666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.2,2,0.0666666666666666,0,0.0,0,0.0,16,0.5333333333333333,24,0.8,0,0.0,2,0.0666666666666666,22,0.7333333333333333,0,0.0,0,0.0
Assam,Dibrugarh,Acute Diarrhoeal Disease,2019,19,9.0,0.0,27.4844597,94.9019447,0.889684084,294.38,,2019-05-09,2,0.2222222222222222,0,0.0,1,0.1111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2222222222222222,4,0.4444444444444444,0,0.0,0,0.0,6,0.6666666666666666,9,1.0,0,0.0,2,0.2222222222222222,5,0.5555555555555556,0,0.0,0,0.0
Assam,Dibrugarh,Acute Diarrhoeal Disease,2019,24,70.0,0.0,27.4844597,94.9019447,0.5659578779,302.32,12.0,2019-06-15,22,0.3142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,0.4285714285714285,26,0.3714285714285714,0,0.0,0,0.0,41,0.5857142857142857,60,0.8571428571428571,0,0.0,14,0.2,47,0.6714285714285714,0,0.0,0,0.0
Assam,Dibrugarh,Acute Diarrhoeal Disease,2020,5,6.0,2.0,27.4844597,94.9019447,0.01485558021,292.3933334,10.0,2020-01-30,2,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.3333333333333333,1,0.1666666666666666,0,0.0,0,0.0,5,0.8333333333333334,6,1.0,0,0.0,1,0.1666666666666666,4,0.6666666666666666,0,0.0,0,0.0
Assam,Dibrugarh,Acute Diarrhoeal Disease,2020,20,21.0,0.0,27.4844597,94.9019447,0.6472085684,304.0933334,17.0,2020-05-14,7,0.3333333333333333,0,0.0,1,0.0476190476190476,0,0.0,0,0.0,0,0.0,0,0.0,5,0.238095238095238,5,0.238095238095238,0,0.0,0,0.0,16,0.7619047619047619,18,0.8571428571428571,0,0.0,2,0.0952380952380952,15,0.7142857142857143,0,0.0,0,0.0
Assam,Dibrugarh,Acute Diarrhoeal Disease,2022,23,18.0,0.0,27.4844597,94.9019447,0.8621149921,294.68,,2022-06-10,4,0.2222222222222222,0,0.0,3,0.1666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,9,0.5,10,0.5555555555555556,0,0.0,0,0.0,11,0.6111111111111112,18,1.0,0,0.0,3,0.1666666666666666,12,0.6666666666666666,0,0.0,0,0.0
Assam,Dibrugarh,Cholera,2009,28,2.0,0.0,27.4844597,94.9019447,1.026480786,273.74,3.0,2009-07-10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0
Assam,Dibrugarh,Cholera,2010,36,10.0,0.0,27.4844597,94.9019447,1.132057663,294.94,13.0,2010-09-10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.5,0,0.0,0,0.0,3,0.3,0,0.0,10,1.0,9,0.9,6,0.6,0,0.0,0,0.0
Assam,Dibrugarh,Cholera,2012,29,15.0,0.0,27.4844597,94.9019447,1.551064922,287.44,3.0,2012-07-16,2,0.1333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.7333333333333333,0,0.0,0,0.0,6,0.4,0,0.0,11,0.7333333333333333,10,0.6666666666666666,10,0.6666666666666666,0,0.0,0,0.0
Assam,Dibrugarh,Cholera,2013,39,17.0,0.0,27.4844597,94.9019447,0.3145262531,301.684,25.0,2013-09-28,3,0.1764705882352941,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1176470588235294,11,0.6470588235294118,0,0.0,0,0.0,8,0.4705882352941176,0,0.0,13,0.7647058823529411,13,0.7647058823529411,14,0.8235294117647058,0,0.0,0,0.0
Assam,Dibrugarh,Cholera,2013,41,11.0,0.0,27.4844597,94.9019447,1.542603066,293.8933334,,2013-10-08,2,0.1818181818181818,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0909090909090909,7,0.6363636363636364,0,0.0,0,0.0,3,0.2727272727272727,0,0.0,10,0.9090909090909092,8,0.7272727272727273,8,0.7272727272727273,0,0.0,0,0.0
Assam,Dibrugarh,Cholera,2013,44,18.0,0.0,27.4844597,94.9019447,0.5654763987,298.348,22.0,2013-10-30,4,0.2222222222222222,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1111111111111111,15,0.8333333333333334,0,0.0,0,0.0,7,0.3888888888888889,0,0.0,17,0.9444444444444444,12,0.6666666666666666,15,0.8333333333333334,0,0.0,0,0.0
Assam,Dibrugarh,Cholera,2017,34,24.0,0.0,27.4844597,94.9019447,0.401762508,291.265,22.0,2017-08-24,7,0.2916666666666667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.2083333333333333,15,0.625,0,0.0,0,0.0,8,0.3333333333333333,0,0.0,20,0.8333333333333334,18,0.75,18,0.75,0,0.0,0,0.0
Assam,Dibrugarh,Dengue,2010,38,3.0,0.0,27.4844597,94.9019447,0.8787686723,297.58,,2010-09-22,3,1.0,3,1.0,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0,0.0,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333,2,0.6666666666666666,2,0.6666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Assam,Dibrugarh,Dengue,2016,31,14.0,0.0,27.4844597,94.9019447,0.3493071701,291.615,13.0,2016-08-01,8,0.5714285714285714,7,0.5,0,0.0,9,0.6428571428571429,8,0.5714285714285714,0,0.0,4,0.2857142857142857,4,0.2857142857142857,0,0.0,3,0.2142857142857142,5,0.3571428571428571,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Assam,Dibrugarh,Dengue,2018,25,7.0,0.0,27.4844597,94.9019447,1.015468781,292.42,,2018-06-18,6,0.8571428571428571,4,0.5714285714285714,0,0.0,3,0.4285714285714285,2,0.2857142857142857,0,0.0,2,0.2857142857142857,4,0.5714285714285714,0,0.0,3,0.4285714285714285,3,0.4285714285714285,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Assam,Dibrugarh,Dengue,2019,43,1.0,0.0,27.4844597,94.9019447,0.3143609,299.708,,2019-10-24,1,1.0,1,1.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Assam,Dima Hasao,AES,2021,31,1.0,1.0,25.40036255,93.07522923,1.280343128,301.515,33.0,2021-08-08,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0
Assam,Dima Hasao,AES,2021,39,1.0,1.0,25.40036255,93.07522923,0.5690477769,301.3933334,38.0,2021-10-02,1,1.0,1,1.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0
Assam,Dima Hasao,Acute Diarrhoeal Disease,2019,10,9.0,0.0,25.40036255,93.07522923,0.05266030585,297.712,32.0,2019-03-07,4,0.4444444444444444,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2222222222222222,6,0.6666666666666666,0,0.0,0,0.0,7,0.7777777777777778,7,0.7777777777777778,0,0.0,1,0.1111111111111111,7,0.7777777777777778,0,0.0,0,0.0
Assam,Dima Hasao,Cholera,2012,23,35.0,5.0,25.40036255,93.07522923,3.916801064,297.96,24.0,2012-06-05,1,0.0285714285714285,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0571428571428571,18,0.5142857142857142,0,0.0,0,0.0,12,0.3428571428571428,0,0.0,31,0.8857142857142857,25,0.7142857142857143,23,0.6571428571428571,0,0.0,0,0.0
Assam,Dima Hasao,Malaria,2014,35,64.0,0.0,25.40036255,93.07522923,0.5269555396,299.7,4.0,2014-08-25,61,0.953125,48,0.75,52,0.8125,37,0.578125,0,0.0,0,0.0,50,0.78125,11,0.171875,17,0.265625,0,0.0,0,0.0,0,0.0,9,0.140625,0,0.0,0,0.0,28,0.4375,0,0.0,0,0.0
Assam,Goalpara,Acute Diarrhoeal Disease,2012,11,11.0,1.0,26.1783623,90.6226683,0.03361445865,302.644,6.0,2012-03-18,3,0.2727272727272727,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1818181818181818,5,0.4545454545454545,0,0.0,0,0.0,6,0.5454545454545454,10,0.9090909090909092,0,0.0,1,0.0909090909090909,8,0.7272727272727273,0,0.0,0,0.0
