date,disease,state,district,number_of_outbreak_locations,aggregate_intensity,maximum_intensity,affected_taluk_count
2021-09-09,scrub_typhus,Kerala,Malappuram,0,0.0,0.0,1
2021-09-09,typhoid,Kerala,Kollam,0,0.0,0.0,1
2021-09-10,acute_diarrheal_disease,Kerala,Kollam,1,0.0,0.0,1
2021-09-10,acute_diarrheal_disease,Kerala,Kottayam,1,0.0,0.0,1
2021-09-10,chicken_pox,Kerala,Alappuzha,1,0.0,0.0,1
2021-09-10,chicken_pox,Kerala,Kasaragod,0,0.0,0.0,1
2021-09-10,hepatitis_a_probable,Kerala,Ernakulam,0,0.0,0.0,1
2021-09-10,hepatitis_a_probable,Kerala,Idukki,0,0.0,0.0,1
2021-09-10,hepatitis_a_probable,Kerala,Malappuram,0,0.0,0.0,1
2021-09-10,hepatitis_c,Kerala,Kannur,0,0.0,0.0,1
2021-09-10,hepatitis_c,Kerala,Kasaragod,0,0.0,0.0,1
2021-09-10,leptospirosis_confirmed,Kerala,Alappuzha,1,0.0,0.0,1
2021-09-10,leptospirosis_confirmed,Kerala,Kannur,1,0.0597956102468364,0.0597956102468364,1
2021-09-10,leptospirosis_probable,Kerala,Kannur,1,0.0,0.0,1
2021-09-10,leptospirosis_probable,Kerala,Kasaragod,1,0.0005014191325911,0.0005014191325911,1
2021-09-10,leptospirosis_probable,Kerala,Malappuram,1,0.0,0.0,1
2021-09-10,scrub_typhus,Kerala,Alappuzha,0,0.3300890921936499,0.3300890921936499,1
2021-09-10,scrub_typhus,Kerala,Thrissur,0,0.0,0.0,1
2021-09-10,typhoid,Kerala,Thiruvananthapuram,1,0.9515884092850632,0.9515884092850632,1
2021-09-10,zika,Kerala,Kasaragod,1,0.0,0.0,1
2021-09-11,chicken_pox,Kerala,Ernakulam,1,0.0,0.0,1
2021-09-11,chicken_pox,Kerala,Kozhikode,0,0.0,0.0,1
2021-09-11,chicken_pox,Kerala,Thiruvananthapuram,0,0.0001367236006132,0.0001367236006132,1
2021-09-11,chicken_pox,Kerala,Wayanad,1,0.0,0.0,1
2021-09-11,dengue,Kerala,Idukki,0,0.5549493638470838,0.5549493638470838,1
2021-09-11,dengue,Kerala,Kannur,1,8.062399085639016e-05,8.062399085639016e-05,1
2021-09-11,dengue,Kerala,Kasaragod,1,0.0,0.0,1
2021-09-11,dengue,Kerala,Kollam,1,8.398332380873974e-05,8.398332380873974e-05,2
2021-09-11,dengue,Kerala,Kottayam,1,0.0,0.0,1
2021-09-11,dengue,Kerala,Palakkad,1,0.0,0.0,1
2021-09-11,hepatitis_a_probable,Kerala,Palakkad,1,0.0,0.0,1
2021-09-11,hepatitis_c,Kerala,Kannur,0,0.0,0.0,1
2021-09-11,hepatitis_c,Kerala,Malappuram,0,0.0024784290181279,0.0024784290181279,1
2021-09-11,leptospirosis_confirmed,Kerala,Idukki,0,0.0069153150663759,0.0069153150663759,1
2021-09-11,leptospirosis_probable,Kerala,Kannur,0,0.0019387357848666,0.0019387357848666,1
2021-09-11,leptospirosis_probable,Kerala,Thrissur,0,0.0,0.0,1
2021-09-11,leptospirosis_probable,Kerala,Wayanad,0,0.0003051858788288,0.0003051858788288,1
2021-09-11,scrub_typhus,Kerala,Malappuram,1,0.0,0.0,1
2021-09-12,acute_diarrheal_disease,Kerala,Thrissur,1,0.0,0.0,1
2021-09-12,chicken_pox,Kerala,Kottayam,0,0.0,0.0,1
2021-09-12,chicken_pox,Kerala,Thrissur,0,0.0003099199589947,0.0003099199589947,1
2021-09-12,dengue,Kerala,Ernakulam,1,6.449919268511211e-05,6.449919268511211e-05,1
2021-09-12,dengue,Kerala,Kasaragod,0,0.0,0.0,1
2021-09-12,dengue,Kerala,Kottayam,0,0.0010257808756121,0.0006449919268511,2
2021-09-12,dengue,Kerala,Kozhikode,0,0.0,0.0,1
2021-09-12,dengue,Kerala,Palakkad,2,0.0001753925415120967,0.0001485178778933,2
2021-09-12,hepatitis_c,Kerala,Kollam,0,0.0001128735871989,0.0001128735871989,2
2021-09-12,leptospirosis_confirmed,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2021-09-12,leptospirosis_probable,Kerala,Kannur,0,0.0,0.0,1
2021-09-12,leptospirosis_probable,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2021-09-12,malaria,Kerala,Idukki,0,0.0,0.0,1
2021-09-12,malaria,Kerala,Kasaragod,0,0.0,0.0,1
2021-09-12,scrub_typhus,Kerala,Kollam,1,0.0,0.0,1
2021-09-12,scrub_typhus,Kerala,Malappuram,0,0.0005061159316857,0.0005061159316857,1
2021-09-12,typhoid,Kerala,Ernakulam,0,0.0,0.0,1
2021-09-13,chicken_pox,Kerala,Malappuram,0,0.0002568717848215,0.0002568717848215,1
2021-09-13,dengue,Kerala,Alappuzha,1,0.0,0.0,1
2021-09-13,dengue,Kerala,Idukki,0,0.0592203973363675,0.0592203973363675,1
2021-09-13,dengue,Kerala,Kollam,1,0.0,0.0,1
2021-09-13,dengue,Kerala,Kozhikode,0,0.0,0.0,1
2021-09-13,dengue,Kerala,Thiruvananthapuram,0,0.0033977595685291,0.0033977595685291,1
2021-09-13,dengue,Kerala,Thrissur,0,0.0029185921182308,0.0029185921182308,1
2021-09-13,hepatitis_c,Kerala,Idukki,0,0.0007375519004561,0.0007375519004561,2
2021-09-13,leptospirosis_probable,Kerala,Kozhikode,0,0.9999999983333334,0.9999999983333334,1
2021-09-13,leptospirosis_probable,Kerala,Malappuram,0,0.0003762452906631,0.0003762452906631,2
2021-09-13,leptospirosis_probable,Kerala,Palakkad,0,0.0,0.0,1
2021-09-13,malaria,Kerala,Kannur,0,0.0,0.0,1
2021-09-13,malaria,Kerala,Kozhikode,0,0.0,0.0,1
2021-09-13,malaria,Kerala,Palakkad,0,0.0,0.0,1
2021-09-13,malaria,Kerala,Thrissur,0,0.0,0.0,1
2021-09-14,chicken_pox,Kerala,Kasaragod,0,0.146119757618652,0.146119757618652,1
2021-09-14,chicken_pox,Kerala,Palakkad,1,0.0019573021358506,0.0019573021358506,1
2021-09-14,chicken_pox,Kerala,Thrissur,1,0.0,0.0,1
2021-09-14,dengue,Kerala,Alappuzha,0,0.0056673629695756,0.0056673629695756,1
2021-09-14,dengue,Kerala,Idukki,0,0.0,0.0,1
2021-09-14,dengue,Kerala,Kannur,1,0.0,0.0,1
2021-09-14,dengue,Kerala,Thiruvananthapuram,1,0.0,0.0,1
2021-09-14,fever_op,Kerala,Ernakulam,0,0.0026159019005697,0.0026159019005697,1
2021-09-14,fever_op,Kerala,Pathanamthitta,1,0.0009943625538954,0.0009943625538954,1
2021-09-14,leptospirosis_confirmed,Kerala,Kottayam,0,0.0018833185788679,0.0018833185788679,1
2021-09-14,leptospirosis_confirmed,Kerala,Palakkad,0,0.0,0.0,1
2021-09-14,leptospirosis_confirmed,Kerala,Pathanamthitta,0,0.0,0.0,1
2021-09-14,leptospirosis_probable,Kerala,Ernakulam,2,0.0006573278947702,0.0006573278947702,2
2021-09-14,leptospirosis_probable,Kerala,Idukki,0,0.0,0.0,1
2021-09-14,leptospirosis_probable,Kerala,Palakkad,0,0.0,0.0,1
2021-09-14,leptospirosis_probable,Kerala,Pathanamthitta,1,2.6874663618796715e-05,2.6874663618796715e-05,1
2021-09-14,malaria,Kerala,Kozhikode,0,0.0,0.0,1
2021-09-14,malaria,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2021-09-14,malaria,Kerala,Thrissur,1,0.6348262630235239,0.6347657950303816,2
2021-09-15,chicken_pox,Kerala,Malappuram,0,0.0033441559190764,0.0033441559190764,1
2021-09-15,chicken_pox,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2021-09-15,dengue,Kerala,Alappuzha,0,0.0178179019792622,0.0178179019792622,1
2021-09-15,fever_ip,Kerala,Ernakulam,1,0.0003049026348939,0.0003049026348939,1
2021-09-15,fever_ip,Kerala,Kannur,0,0.0,0.0,1
2021-09-15,fever_op,Kerala,Kottayam,1,0.0,0.0,1
2021-09-15,fever_op,Kerala,Malappuram,1,0.0,0.0,1
2021-09-15,hepatitis_a_confirmed,Kerala,Thiruvananthapuram,1,0.1628778319796106,0.1628778319796106,1
2021-09-15,leptospirosis_confirmed,Kerala,Alappuzha,0,0.0138394591083814,0.0138394591083814,1
2021-09-15,leptospirosis_confirmed,Kerala,Idukki,1,0.0003374344383413,0.0003374344383413,1
2021-09-15,leptospirosis_confirmed,Kerala,Kannur,1,0.004366888270973,0.004366888270973,1
2021-09-15,leptospirosis_confirmed,Kerala,Kollam,1,0.0,0.0,1
2021-09-15,leptospirosis_probable,Kerala,Alappuzha,1,0.0014369846059885,0.0014369846059885,1
2021-09-15,leptospirosis_probable,Kerala,Palakkad,0,0.0,0.0,1
2021-09-15,malaria,Kerala,Kottayam,0,0.2523341636762637,0.2523341636762637,1
2021-09-16,acute_encephalitis_syndrome,Kerala,Alappuzha,1,0.0,0.0,1
2021-09-16,chicken_pox,Kerala,Alappuzha,1,0.0,0.0,1
2021-09-16,chicken_pox,Kerala,Kollam,0,0.0004434319497101,0.0004434319497101,1
2021-09-16,chicken_pox,Kerala,Palakkad,0,0.0,0.0,1
2021-09-16,chicken_pox,Kerala,Pathanamthitta,0,0.0,0.0,1
2021-09-16,chicken_pox,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2021-09-16,chikungunya,Kerala,Kottayam,0,0.0,0.0,1
2021-09-16,fever_ip,Kerala,Malappuram,0,0.0,0.0,1
2021-09-16,fever_ip,Kerala,Palakkad,0,0.0,0.0,1
2021-09-16,fever_ip,Kerala,Thiruvananthapuram,1,0.0,0.0,1
2021-09-16,fever_op,Kerala,Alappuzha,0,0.0,0.0,1
2021-09-16,fever_op,Kerala,Kannur,0,0.0,0.0,1
2021-09-16,fever_op,Kerala,Pathanamthitta,0,0.0,0.0,1
2021-09-16,fever_op,Kerala,Thrissur,1,0.0,0.0,1
2021-09-16,hepatitis_a_confirmed,Kerala,Alappuzha,1,0.0,0.0,1
2021-09-16,hepatitis_a_confirmed,Kerala,Kasaragod,0,0.0050518277945739,0.0050518277945739,1
2021-09-16,hepatitis_a_confirmed,Kerala,Thrissur,1,0.0,0.0,1
2021-09-17,chikungunya,Kerala,Idukki,0,0.0,0.0,1
2021-09-17,chikungunya,Kerala,Kollam,1,0.0,0.0,1
2021-09-17,fever_ip,Kerala,Kasaragod,0,0.0,0.0,1
2021-09-17,fever_ip,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2021-09-17,hepatitis_a_confirmed,Kerala,Kottayam,0,0.0,0.0,1
2021-09-18,acute_encephalitis_syndrome,Kerala,Kasaragod,1,0.0,0.0,1
2021-09-18,acute_encephalitis_syndrome,Kerala,Palakkad,1,0.0,0.0,1
2021-09-18,fever_ip,Kerala,Ernakulam,1,0.0,0.0,1
2021-09-18,fever_ip,Kerala,Pathanamthitta,1,0.0,0.0,1
2021-09-18,hepatitis_a_confirmed,Kerala,Wayanad,1,0.0,0.0,1
2021-09-19,chikungunya,Kerala,Kollam,1,0.0006080870291319,0.0006080870291319,1
2021-09-19,fever_ip,Kerala,Ernakulam,1,5.625497443923093e-05,5.625497443923093e-05,1
2021-09-19,fever_ip,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2021-09-19,hepatitis_a_confirmed,Kerala,Kannur,2,5.758856489742153e-05,5.758856489742153e-05,1
2021-09-20,fever_ip,Kerala,Kasaragod,0,0.0,0.0,1
2021-09-21,fever_ip,Kerala,Palakkad,0,0.0052729257929105,0.0052729257929105,1
2021-09-21,fever_ip,Kerala,Wayanad,0,0.0,0.0,1
2021-09-22,fever_ip,Kerala,Alappuzha,1,6.718665904699176e-06,6.718665904699176e-06,1
2021-09-22,fever_ip,Kerala,Kasaragod,0,0.0,0.0,1
2021-09-22,fever_ip,Kerala,Kollam,0,2.5016568173069305e-05,2.5016568173069305e-05,1
2021-09-23,chikungunya,Kerala,Ernakulam,1,0.0,0.0,1
2021-09-23,fever_ip,Kerala,Kozhikode,1,0.0,0.0,1
2021-09-23,fever_ip,Kerala,Palakkad,1,0.0857960447571373,0.0857960447571373,1
2021-09-24,chikungunya,Kerala,Thrissur,0,0.0,0.0,1
2021-10-13,acute_diarrheal_disease,Kerala,Kottayam,1,0.0,0.0,1
2021-10-13,acute_diarrheal_disease,Kerala,Pathanamthitta,0,0.0334690642521293,0.0334690642521293,1
2021-10-13,hepatitis_b,Kerala,Ernakulam,0,0.9316078504421248,0.9316078504421248,1
2021-10-13,hepatitis_b,Kerala,Kollam,0,0.0,0.0,1
2021-10-13,hepatitis_b,Kerala,Thrissur,1,0.0,0.0,1
2021-10-14,acute_diarrheal_disease,Kerala,Malappuram,0,0.0084439040897712,0.0084439040897712,1
2021-10-14,acute_diarrheal_disease,Kerala,Thrissur,0,0.0,0.0,1
2021-10-14,hepatitis_a_probable,Kerala,Alappuzha,1,0.0,0.0,1
2021-10-14,hepatitis_a_probable,Kerala,Kozhikode,1,0.0,0.0,1
2021-10-14,hepatitis_b,Kerala,Kottayam,0,0.0005716855591488,0.0005716855591488,1
2021-10-14,hepatitis_b,Kerala,Thrissur,0,0.0,0.0,1
2021-10-14,hepatitis_c,Kerala,Palakkad,0,0.0,0.0,1
2021-10-14,scrub_typhus,Kerala,Pathanamthitta,0,0.0002418719725691,0.0002418719725691,1
2021-10-15,acute_diarrheal_disease,Kerala,Ernakulam,1,0.0,0.0,1
2021-10-15,acute_diarrheal_disease,Kerala,Kasaragod,0,0.0,0.0,1
2021-10-15,acute_diarrheal_disease,Kerala,Kollam,1,0.0,0.0,1
2021-10-15,acute_diarrheal_disease,Kerala,Pathanamthitta,1,0.0,0.0,1
2021-10-15,dengue,Kerala,Ernakulam,0,0.0,0.0,1
2021-10-15,hepatitis_a_probable,Kerala,Kollam,1,0.0,0.0,1
2021-10-15,hepatitis_c,Kerala,Alappuzha,0,0.0,0.0,1
2021-10-15,hepatitis_c,Kerala,Palakkad,0,0.0,0.0,1
2021-10-15,malaria,Kerala,Kollam,0,0.0,0.0,1
2021-10-15,malaria,Kerala,Wayanad,1,0.0,0.0,1
2021-10-15,scrub_typhus,Kerala,Kozhikode,0,0.0148338129288856,0.0148338129288856,1
2021-10-16,acute_diarrheal_disease,Kerala,Malappuram,1,2.951618657093096e-05,2.951618657093096e-05,1
2021-10-16,dengue,Kerala,Alappuzha,0,0.0,0.0,1
2021-10-16,dengue,Kerala,Ernakulam,0,0.0,0.0,1
2021-10-16,dengue,Kerala,Thrissur,1,0.5208600248370014,0.5208600248370014,2
2021-10-16,hepatitis_a_probable,Kerala,Palakkad,1,0.0,0.0,1
2021-10-16,hepatitis_b,Kerala,Kasaragod,1,0.0,0.0,1
2021-10-16,hepatitis_c,Kerala,Kasaragod,0,0.0,0.0,1
2021-10-16,hepatitis_c,Kerala,Palakkad,0,0.0,0.0,1
2021-10-16,hepatitis_c,Kerala,Pathanamthitta,0,0.0,0.0,1
2021-10-16,leptospirosis_confirmed,Kerala,Kasaragod,0,0.0,0.0,1
2021-10-16,scrub_typhus,Kerala,Kasaragod,0,0.0416085711774089,0.0416085711774089,1
2021-10-16,scrub_typhus,Kerala,Kottayam,1,0.0,0.0,1
2021-10-16,typhoid,Kerala,Ernakulam,0,0.0001167439848076,0.0001167439848076,1
2021-10-16,typhoid,Kerala,Idukki,0,0.0,0.0,1
2021-10-17,acute_diarrheal_disease,Kerala,Kozhikode,1,0.0,0.0,1
2021-10-17,dengue,Kerala,Ernakulam,1,0.0028200476192637,0.0028200476192637,1
2021-10-17,dengue,Kerala,Idukki,0,0.0003099199589947,0.0003099199589947,1
2021-10-17,dengue,Kerala,Kannur,1,0.0013706078445586,0.0013706078445586,1
2021-10-17,dengue,Kerala,Kasaragod,1,0.0,0.0,1
2021-10-17,dengue,Kerala,Kollam,2,0.0036133547502456,0.0028517768527235,1
2021-10-17,dengue,Kerala,Kozhikode,1,0.0123880561748473,0.0123880561748473,1
2021-10-17,dengue,Kerala,Palakkad,1,0.0,0.0,1
2021-10-17,fever_op,Kerala,Idukki,1,0.0032616721864483,0.0032616721864483,1
2021-10-17,fever_op,Kerala,Palakkad,0,0.0,0.0,1
2021-10-17,hepatitis_a_probable,Kerala,Wayanad,1,0.0,0.0,1
2021-10-17,hepatitis_c,Kerala,Kottayam,0,0.0,0.0,1
2021-10-17,hepatitis_c,Kerala,Malappuram,0,0.0004872016485729,0.0004872016485729,1
2021-10-17,hepatitis_c,Kerala,Thrissur,0,0.0036818289157751,0.0036818289157751,1
2021-10-17,leptospirosis_confirmed,Kerala,Palakkad,0,0.010872354828162,0.010872354828162,1
2021-10-17,leptospirosis_confirmed,Kerala,Pathanamthitta,1,0.0,0.0,1
2021-10-17,leptospirosis_confirmed,Kerala,Wayanad,0,0.0100158066473916,0.0100158066473916,1
2021-10-17,leptospirosis_probable,Kerala,Ernakulam,1,0.0053457607866578,0.0053457607866578,1
2021-10-17,leptospirosis_probable,Kerala,Kollam,0,0.0,0.0,2
2021-10-17,leptospirosis_probable,Kerala,Palakkad,0,8.062399085639016e-05,8.062399085639016e-05,1
2021-10-17,leptospirosis_probable,Kerala,Pathanamthitta,0,0.0,0.0,1
2021-10-17,malaria,Kerala,Pathanamthitta,0,0.0,0.0,1
2021-10-17,scrub_typhus,Kerala,Kollam,0,0.0048374870536255,0.0048374870536255,1
2021-10-18,acute_diarrheal_disease,Kerala,Alappuzha,1,0.0,0.0,1
2021-10-18,dengue,Kerala,Alappuzha,1,0.0,0.0,1
2021-10-18,dengue,Kerala,Kasaragod,1,0.0001751159772114,0.0001751159772114,1
2021-10-18,dengue,Kerala,Kottayam,1,0.0016649666129291,0.0016649666129291,1
2021-10-18,dengue,Kerala,Thiruvananthapuram,0,4.8374394513834085e-05,4.8374394513834085e-05,1
2021-10-18,fever_op,Kerala,Kasaragod,1,0.0,0.0,1
2021-10-18,fever_op,Kerala,Kottayam,0,4.031199542819508e-05,4.031199542819508e-05,1
2021-10-18,fever_op,Kerala,Thrissur,1,0.0,0.0,1
2021-10-18,hepatitis_b,Kerala,Idukki,1,2.015599771409754e-05,2.015599771409754e-05,1
2021-10-18,hepatitis_b,Kerala,Kannur,0,0.0,0.0,1
2021-10-18,hepatitis_b,Kerala,Kottayam,0,0.0,0.0,2
2021-10-18,hepatitis_b,Kerala,Kozhikode,0,0.0,0.0,1
2021-10-18,hepatitis_c,Kerala,Kannur,0,0.0,0.0,1
2021-10-18,hepatitis_c,Kerala,Palakkad,0,0.0,0.0,1
2021-10-18,hepatitis_c,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2021-10-18,leptospirosis_confirmed,Kerala,Idukki,0,0.0327976795687677,0.0327976795687677,1
2021-10-18,leptospirosis_confirmed,Kerala,Palakkad,0,0.0015299583852674,0.0015299583852674,1
2021-10-18,leptospirosis_confirmed,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2021-10-18,leptospirosis_confirmed,Kerala,Thrissur,1,0.0,0.0,1
2021-10-18,leptospirosis_probable,Kerala,Malappuram,1,0.0,0.0,1
2021-10-18,leptospirosis_probable,Kerala,Palakkad,1,0.0030896555828302,0.0030896555828302,1
2021-10-18,leptospirosis_probable,Kerala,Wayanad,0,4.031199542819508e-05,4.031199542819508e-05,1
2021-10-18,malaria,Kerala,Palakkad,0,0.0,0.0,1
2021-10-18,malaria,Kerala,Wayanad,0,0.0,0.0,1
2021-10-18,scrub_typhus,Kerala,Kannur,1,0.0,0.0,1
2021-10-19,chicken_pox,Kerala,Kannur,0,0.9999999983333334,0.9999999983333334,1
2021-10-19,dengue,Kerala,Idukki,0,0.0,0.0,1
2021-10-19,dengue,Kerala,Kozhikode,1,0.0037533886226786,0.0037533886226786,1
2021-10-19,dengue,Kerala,Thiruvananthapuram,1,0.0,0.0,1
2021-10-19,hepatitis_a_probable,Kerala,Alappuzha,0,0.000582994921436,0.000582994921436,1
2021-10-19,hepatitis_a_probable,Kerala,Kozhikode,1,0.001388351813261,0.001388351813261,2
2021-10-19,hepatitis_a_probable,Kerala,Wayanad,1,0.0,0.0,1
2021-10-19,hepatitis_c,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2021-10-19,leptospirosis_confirmed,Kerala,Ernakulam,0,0.0001549599794973,0.0001549599794973,1
2021-10-19,leptospirosis_confirmed,Kerala,Kollam,1,0.0,0.0,1
2021-10-19,leptospirosis_confirmed,Kerala,Palakkad,0,0.0720280108865227,0.0720280108865227,1
2021-10-19,leptospirosis_probable,Kerala,Idukki,0,0.0076097462225563,0.0076097462225563,1
2021-10-19,leptospirosis_probable,Kerala,Kasaragod,0,0.0013687318200091,0.0013687318200091,1
2021-10-19,leptospirosis_probable,Kerala,Palakkad,0,0.0197015373380744,0.0197015373380744,1
2021-10-19,leptospirosis_probable,Kerala,Thrissur,0,0.0,0.0,1
2021-10-19,malaria,Kerala,Kottayam,1,0.0,0.0,1
2021-10-19,malaria,Kerala,Kozhikode,0,0.0,0.0,1
2021-10-19,scrub_typhus,Kerala,Malappuram,0,0.0,0.0,1
2021-10-20,chicken_pox,Kerala,Palakkad,1,0.0,0.0,1
2021-10-20,dengue,Kerala,Kollam,1,0.0,0.0,1
2021-10-20,dengue,Kerala,Wayanad,1,0.0,0.0,1
2021-10-20,fever_op,Kerala,Kozhikode,1,0.0,0.0,1
2021-10-20,fever_op,Kerala,Thrissur,1,0.0017886791630388,0.0017886791630388,2
2021-10-20,hepatitis_a_confirmed,Kerala,Wayanad,1,7.017273278241364e-05,7.017273278241364e-05,1
2021-10-20,hepatitis_a_probable,Kerala,Pathanamthitta,1,0.0001612479817127,0.0001612479817127,1
2021-10-20,hepatitis_c,Kerala,Kasaragod,0,0.0,0.0,1
2021-10-20,hepatitis_c,Kerala,Kollam,0,0.0,0.0,1
2021-10-20,hepatitis_c,Kerala,Kozhikode,0,0.0,0.0,1
2021-10-20,hepatitis_c,Kerala,Thrissur,0,0.0,0.0,1
2021-10-20,leptospirosis_confirmed,Kerala,Kannur,1,0.0038151812219865,0.0038151812219865,1
2021-10-20,leptospirosis_confirmed,Kerala,Kollam,1,0.0,0.0,1
2021-10-20,leptospirosis_confirmed,Kerala,Pathanamthitta,1,0.1470615222435107,0.1470615222435107,1
2021-10-20,leptospirosis_confirmed,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2021-10-20,leptospirosis_confirmed,Kerala,Wayanad,1,0.0,0.0,1
2021-10-20,leptospirosis_probable,Kerala,Alappuzha,0,0.0,0.0,1
2021-10-20,leptospirosis_probable,Kerala,Kannur,0,0.0,0.0,1
2021-10-20,leptospirosis_probable,Kerala,Malappuram,1,0.000476221269563,0.000476221269563,1
2021-10-20,malaria,Kerala,Ernakulam,0,0.0,0.0,1
2021-10-21,chicken_pox,Kerala,Idukki,0,0.0,0.0,1
2021-10-21,dengue,Kerala,Kollam,1,0.0007847404175863,0.0007847404175863,1
2021-10-21,dengue,Kerala,Kottayam,1,0.0157261573275992,0.0157261573275992,2
2021-10-21,dengue,Kerala,Thrissur,1,0.0,0.0,1
2021-10-21,fever_op,Kerala,Kollam,1,0.0,0.0,1
2021-10-21,fever_op,Kerala,Pathanamthitta,0,0.1324189049628024,0.1324189049628024,1
2021-10-21,hepatitis_a_confirmed,Kerala,Kottayam,0,0.0001612479817127,0.0001612479817127,1
2021-10-21,hepatitis_c,Kerala,Ernakulam,0,0.0,0.0,1
2021-10-21,hepatitis_c,Kerala,Kannur,0,1.007799885704877e-05,1.007799885704877e-05,1
2021-10-21,hepatitis_c,Kerala,Thrissur,0,0.0,0.0,1
2021-10-21,leptospirosis_confirmed,Kerala,Kozhikode,0,0.0001007799885704,0.0001007799885704,1
2021-10-21,leptospirosis_confirmed,Kerala,Malappuram,0,0.0,0.0,1
2021-10-21,leptospirosis_probable,Kerala,Ernakulam,0,0.0031408035764438,0.0031408035764438,2
2021-10-21,leptospirosis_probable,Kerala,Palakkad,0,0.0663101582433043,0.0663101582433043,1
2021-10-21,leptospirosis_probable,Kerala,Wayanad,0,0.0770166193417697,0.0770166193417697,1
2021-10-21,malaria,Kerala,Alappuzha,0,1.6124798171278027e-05,1.6124798171278027e-05,1
2021-10-21,malaria,Kerala,Kannur,0,0.0,0.0,1
2021-10-21,malaria,Kerala,Kasaragod,0,0.0,0.0,1
2021-10-21,malaria,Kerala,Pathanamthitta,0,0.0,0.0,1
2021-10-22,chicken_pox,Kerala,Kannur,0,9.85404332689213e-05,9.85404332689213e-05,1
2021-10-22,dengue,Kerala,Alappuzha,0,0.2713575312723619,0.2713575312723619,2
2021-10-22,dengue,Kerala,Ernakulam,0,0.0,0.0,1
2021-10-22,dengue,Kerala,Kannur,1,0.0030059995946605,0.0030059995946605,1
2021-10-22,dengue,Kerala,Malappuram,1,0.2259043960908049,0.2259043960908049,1
2021-10-22,dengue,Kerala,Pathanamthitta,1,0.9999999983333334,0.9999999983333334,1
2021-10-22,dengue,Kerala,Thiruvananthapuram,0,0.7050059124701252,0.7050059124701252,1
2021-10-22,dengue,Kerala,Wayanad,1,0.0,0.0,1
2021-10-22,fever_op,Kerala,Kannur,1,0.0,0.0,1
2021-10-22,fever_op,Kerala,Malappuram,1,0.0,0.0,1
2021-10-22,hepatitis_c,Kerala,Kollam,0,0.0,0.0,1
2021-10-22,leptospirosis_confirmed,Kerala,Idukki,1,0.0001997432458146,0.0001997432458146,1
2021-10-22,leptospirosis_confirmed,Kerala,Kasaragod,1,0.0,0.0,1
2021-10-22,leptospirosis_confirmed,Kerala,Thrissur,0,0.0007779459270632386,0.0007279127907171,3
2021-10-22,leptospirosis_probable,Kerala,Kasaragod,0,0.0,0.0,1
2021-10-22,malaria,Kerala,Alappuzha,0,0.0,0.0,1
2021-10-22,malaria,Kerala,Kannur,0,0.0010019537003009,0.0010019537003009,1
2021-10-22,shigella,Kerala,Ernakulam,0,0.0,0.0,1
2021-10-23,chicken_pox,Kerala,Idukki,1,0.0006449919268511,0.0006449919268511,1
2021-10-23,chicken_pox,Kerala,Kottayam,0,0.0,0.0,1
2021-10-23,chicken_pox,Kerala,Malappuram,0,0.0082813086228597,0.0082813086228597,1
2021-10-23,dengue,Kerala,Idukki,1,0.0,0.0,1
2021-10-23,fever_op,Kerala,Ernakulam,1,0.1388346023815952,0.1388346023815952,1
2021-10-23,fever_op,Kerala,Kottayam,0,0.0,0.0,1
2021-10-23,fever_op,Kerala,Pathanamthitta,2,0.0784760733955889,0.0784760733955889,2
2021-10-23,fever_op,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2021-10-23,leptospirosis_confirmed,Kerala,Palakkad,0,0.000349392992232,0.000349392992232,1
2021-10-23,leptospirosis_probable,Kerala,Kottayam,0,0.0002040948298127,0.0002040948298127,1
2021-10-23,leptospirosis_probable,Kerala,Palakkad,1,0.0,0.0,1
2021-10-24,chicken_pox,Kerala,Kozhikode,0,0.0,0.0,1
2021-10-24,chicken_pox,Kerala,Malappuram,1,0.0,0.0,1
2021-10-24,fever_op,Kerala,Kannur,1,0.0,0.0,1
2021-10-24,fever_op,Kerala,Kottayam,0,0.0012899838537022,0.0012899838537022,1
2021-10-24,fever_op,Kerala,Wayanad,0,0.0,0.0,1
2021-10-24,hepatitis_a_confirmed,Kerala,Alappuzha,1,0.0006853039222793,0.0006853039222793,1
2021-10-24,hepatitis_a_confirmed,Kerala,Malappuram,0,0.0,0.0,1
2021-10-24,leptospirosis_confirmed,Kerala,Alappuzha,0,0.0,0.0,1
2021-10-24,leptospirosis_confirmed,Kerala,Kasaragod,1,0.0,0.0,1
2021-10-24,leptospirosis_confirmed,Kerala,Kozhikode,0,0.1244839737522043,0.1244839737522043,1
2021-10-24,leptospirosis_confirmed,Kerala,Malappuram,0,0.0,0.0,1
2021-10-24,leptospirosis_confirmed,Kerala,Thrissur,1,0.8616406550991196,0.8616406550991196,1
