date,year,month,week,day,day_of_week,state,district,taluk,taluk_assignment_status,latitude,longitude,geo_valid,disease,cases,is_extreme_case,deaths,deaths_missing_flag,temp_c,temp_imputed,precipitation_mm,preci_imputed,lai,lai_missing_flag,symptoms,status,cases_lag_1w,cases_lag_2w,cases_lag_3w,cases_lag_4w,deaths_lag_1w,deaths_lag_2w,has_historical_lags,cases_rolling_mean_4w,cases_rolling_std_4w,cases_rolling_min_4w,cases_rolling_max_4w,cases_rolling_median_4w,cases_rolling_mean_8w,cases_rolling_std_8w,cases_rolling_mean_12w,cases_rolling_std_12w,case_change_1w,case_change_2w,case_growth_rate_1w,previous_growth_rate,case_acceleration,case_velocity,historical_case_mean,historical_case_median,historical_case_std,historical_case_min,historical_case_max,baseline_deviation,recent_case_ratio,month_sin,month_cos,week_sin,week_cos,temp_lag_1w,temp_lag_2w,preci_lag_1w,preci_lag_2w,temp_rolling_mean_4w,preci_rolling_mean_4w,historical_temp_mean,historical_preci_mean,temp_anomaly,preci_anomaly,neighbor_case_mean,neighbor_case_max,neighbor_case_sum,neighbor_active_location_count,neighbor_case_growth_mean,neighbor_anomaly_mean,distance_to_nearest_active_location,distance_to_highest_case_neighbor,no_neighbor_flag,disease_total_cases,disease_location_count,disease_active_location_count,location_case_share,district_cases,district_case_share,taluk_case_share,neighbor_activity,spatial_case_share
2022-08-11,2022,8,32,11,Thursday,Kerala,Thrissur,Thrissur,SYNTHETIC_SPLIT Ã¢ district-level annual total for Kannur (2022) divided across its 5 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,10.5256264,76.2132542,1,dengue,10,0,1.0,0,30.52000000000004,0,0.070872,0,,1,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,19.0,234.0,448.0,223.0,0.0,0.0,1,231.0,175.21986188785792,19.0,448.0,228.5,231.0,175.21986188785792,231.0,175.21986188785792,-9.0,-224.0,-0.45,-0.9148936170212766,0.4648936170212766,-9.0,231.0,228.5,175.21986188785792,19.0,448.0,-1.2612724665238981,0.04329004141601552,-0.8660254037844385,-0.5000000000000004,-0.6068001458185934,-0.7948544414133533,30.02000000000004,29.54000000000002,0.116007,0.523951,29.807500000000033,0.22365374999999998,29.807500000000033,0.22365374999999998,0.7125000000000057,-0.15278175,,,,0,,,60.97204411016588,,1,273,3,3,0.03663003663003663,10,0.03663003663003663,1.0,0,0.03663003663003663
2022-10-16,2022,10,41,16,Sunday,Kerala,Thrissur,Thrissur,SYNTHETIC_SPLIT Ã¢ district-level annual total for Kozhikode (2022) divided across its 4 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,10.5256264,76.2132542,1,dengue,32,0,4.0,0,29.54000000000002,0,0.523951,0,,1,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,10.0,19.0,234.0,448.0,1.0,0.0,1,177.75,207.79858036088697,10.0,448.0,126.5,186.8,181.09306999440923,186.8,181.09306999440923,22.0,13.0,2.0,-0.45,2.45,22.0,186.8,223.0,181.09306999440923,10.0,448.0,-0.8548090297253713,0.18002811926705375,-0.8660254037844386,0.5000000000000001,-0.9890401873221641,0.14764656400248038,30.52000000000004,30.02000000000004,0.070872,0.116007,30.150000000000034,0.1954255,29.950000000000035,0.1930974,-0.41000000000001435,0.33085359999999997,,,,0,,,21.162643576299615,,1,123,6,6,0.2601626016260163,57,0.4634146341463415,0.5614035087719298,0,0.2601626016260163
2023-06-03,2023,6,22,3,Saturday,Kerala,Thrissur,Thrissur,DISTRICT_HQ_FALLBACK Ã¢ exact taluk requires taluk-boundary GIS reverse geocoding,10.5256264,76.2132542,1,dengue,92,0,,1,29.154,0,0.1837852273,0,34.0,0,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,32.0,10.0,19.0,234.0,4.0,1.0,1,73.75,107.21434916403061,10.0,234.0,25.5,161.0,173.86661554191477,161.0,173.86661554191477,60.0,82.0,1.8181818181818181,2.0,-0.18181818181818188,60.0,161.0,127.5,173.86661554191477,10.0,448.0,-0.39685592208934817,1.24745745797187,1.2246467991473532e-16,-1.0,0.5085311186492207,-0.8610436117673553,29.54000000000002,30.52000000000004,0.523951,0.070872,29.90500000000003,0.30869525,29.8816666666667,0.24823966666666664,-0.7276666666666998,-0.06445443936666664,,,,0,,,,,1,92,1,1,1.0,92,1.0,1.0,0,1.0
2023-06-05,2023,6,23,5,Monday,Kerala,Thrissur,Thrissur,SYNTHETIC_SPLIT Ã¢ district-level annual total for Kasaragod (2023) divided across its 5 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,10.5256264,76.2132542,1,dengue,14,0,0.0,0,29.150000000000038,0,0.183785,0,,1,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,92.0,32.0,10.0,19.0,,4.0,1,38.25,36.9537999850264,10.0,92.0,25.5,151.14285714285714,160.84612581742897,151.14285714285714,160.84612581742897,-78.0,-18.0,-0.8387096774193549,1.8181818181818181,-2.656891495601173,-78.0,151.14285714285714,92.0,160.84612581742897,10.0,448.0,-0.8526338319903648,0.36601297620575785,1.2246467991473532e-16,-1.0,0.4031234292879726,-0.9151456172430182,29.154,29.54000000000002,0.1837852273,0.523951,29.808500000000024,0.223653806825,29.777714285714314,0.2390318896142857,-0.6277142857142763,-0.0552468896142857,,,,0,,,32.53752328261624,,1,8119,8,8,0.0017243502894445128,7757,0.9554132282300776,0.0018048214515921104,0,0.0017243502894445128
2023-09-09,2023,9,36,9,Saturday,Kerala,Thrissur,Thrissur,DISTRICT_HQ_FALLBACK Ã¢ exact taluk requires taluk-boundary GIS reverse geocoding,10.5256264,76.2132542,1,dengue,11,0,,1,33.22000000000003,0,0.00692104047,0,46.0,0,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,14.0,92.0,32.0,10.0,0.0,,1,37.0,37.89459064299288,10.0,92.0,23.0,134.0,156.60961473859587,134.0,156.60961473859587,-3.0,-81.0,-0.2,-0.8387096774193549,0.6387096774193548,-3.0,134.0,62.0,156.60961473859587,10.0,448.0,-0.7853923422989155,0.2972972169466981,-1.0,-1.8369701987210297e-16,-0.9027978299657435,-0.4300652022765204,29.150000000000038,29.154,0.183785,0.1837852273,29.591000000000026,0.240598306825,29.699250000000028,0.2321260284125,3.5207499999999996,-0.2252049879425,,,,0,,,,,1,11,1,1,1.0,11,1.0,1.0,0,1.0
2023-11-25,2023,11,47,25,Saturday,Kerala,Thrissur,Thrissur,SYNTHETIC_SPLIT Ã¢ district-level annual total for Idukki (2023) divided across its 5 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,10.5256264,76.2132542,1,dengue,6,0,1.0,0,27.220000000000027,0,0.533061,0,,1,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,11.0,14.0,92.0,32.0,,0.0,1,37.25,37.65966011530114,11.0,92.0,23.0,107.5,157.33313155757844,120.33333333333333,152.1241269490149,-5.0,-8.0,-0.4166666666666667,-0.2,-0.21666666666666667,-5.0,120.33333333333333,32.0,152.1241269490149,10.0,448.0,-0.751579174918525,0.16107378226207186,-0.5000000000000004,0.8660254037844384,-0.6528221181905214,0.7575112421616204,33.22000000000003,29.150000000000038,0.00692104047,0.183785,30.266000000000023,0.22461056694249998,30.090444444444472,0.20710325197444443,-2.870444444444445,0.32595774802555555,,,,0,,,16.192652669504742,,1,1067,14,14,0.005623242736644799,542,0.5079662605435802,0.01107011070110701,0,0.005623242736644799
2024-05-02,2024,5,18,2,Thursday,Kerala,Thrissur,Thrissur,SYNTHETIC_SPLIT Ã¢ district-level annual total for Ernakulam (2024) divided across its 7 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,10.5256264,76.2132542,1,dengue,1,0,0.0,0,30.02000000000004,0,0.116007,0,,1,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,6.0,11.0,14.0,92.0,1.0,,1,30.75,40.96644968751873,6.0,92.0,12.5,52.25,78.5743505950165,108.9,147.91097172135525,-5.0,-10.0,-0.7142857142857143,-0.4166666666666667,-0.2976190476190476,-5.0,108.9,25.5,147.91097172135525,6.0,448.0,-0.7294928256460994,0.03252031462753996,0.49999999999999994,-0.8660254037844387,0.8455960035018261,-0.5338233779647907,27.220000000000027,33.22000000000003,0.533061,0.00692104047,29.686000000000025,0.2268880669425,29.80340000000003,0.23969902677699997,0.21660000000001034,-0.12369202677699997,,,,0,,,60.58467962204987,,1,2321,5,5,0.00043084877208099956,1,0.00043084877208099956,1.0,0,0.00043084877208099956
2020-09-11,2020,9,37,11,Friday,Kerala,Wayanad,Mananthavady,SYNTHETIC_SPLIT Ã¢ district-level annual total for Thiruvananthapuram (2020) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,11.8,76.0,1,dengue,4,0,0.0,0,29.27000000000004,0,0.340956,0,,1,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.8369701987210297e-16,-0.9473263538541913,-0.32026985386283807,,,,,,,,,,,,,,0,,,56.519485095500166,,1,779,7,7,0.005134788189987163,4,0.005134788189987163,1.0,0,0.005134788189987163
2020-11-26,2020,11,48,26,Thursday,Kerala,Wayanad,Mananthavady,SYNTHETIC_SPLIT Ã¢ district-level annual total for Wayanad (2020) divided across its 3 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,11.8,76.0,1,dengue,3420,1,0.0,0,29.870000000000005,0,1.068371,0,,1,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,4.0,,,,0.0,,1,4.0,,4.0,4.0,4.0,4.0,,4.0,,3416.0,,683.2,,,3416.0,4.0,4.0,,4.0,4.0,,854.9978625053438,-0.5000000000000004,0.8660254037844384,-0.5586467658036526,0.8294056854502017,29.27000000000004,,0.340956,,29.27000000000004,0.340956,29.27000000000004,0.340956,0.5999999999999659,0.7274149999999999,,,,0,,,21.6210859379531,,1,7938,11,11,0.4308390022675737,3424,0.4313429075333837,0.9988317757009346,0,0.4308390022675737
2021-11-24,2021,11,47,24,Wednesday,Kerala,Wayanad,Mananthavady,SYNTHETIC_SPLIT Ã¢ district-level annual total for Kozhikode (2021) divided across its 4 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,11.8,76.0,1,dengue,7,0,0.0,0,29.870000000000005,0,1.068371,0,,1,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,3420.0,4.0,,,0.0,0.0,1,1712.0,2415.4767645332463,4.0,3420.0,1712.0,1712.0,2415.4767645332463,1712.0,2415.4767645332463,-3413.0,3.0,-0.9976615024846536,683.2,-684.1976615024847,-3413.0,1712.0,1712.0,2415.4767645332463,4.0,3420.0,-0.705864787430823,0.004088785022845882,-0.5000000000000004,0.8660254037844384,-0.6528221181905214,0.7575112421616204,29.870000000000005,29.27000000000004,1.068371,0.340956,29.57000000000002,0.7046635,29.57000000000002,0.7046635,0.29999999999998295,0.36370749999999996,,,,0,,,128.08092478086567,,1,39207,8,8,0.00017853954650955185,7,0.00017853954650955185,1.0,0,0.00017853954650955185
2021-12-31,2021,12,52,31,Friday,Kerala,Wayanad,Mananthavady,SYNTHETIC_SPLIT Ã¢ district-level annual total for Thrissur (2021) divided across its 7 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,11.8,76.0,1,dengue,43,0,1.0,0,28.83000000000004,0,0.960634,0,,1,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,7.0,3420.0,4.0,,0.0,0.0,1,1143.6666666666667,1971.3630648191959,4.0,3420.0,7.0,1143.6666666666667,1971.3630648191959,1143.6666666666667,1971.3630648191959,36.0,-3377.0,4.5,-0.9976615024846536,5.497661502484654,36.0,1143.6666666666667,7.0,1971.3630648191959,4.0,3420.0,-0.5583277280201744,0.03759836749403934,-2.4492935982947064e-16,1.0,-0.11827317092136551,0.992981096013517,29.870000000000005,29.870000000000005,1.068371,1.068371,29.670000000000016,0.8258993333333334,29.670000000000016,0.8258993333333334,-0.839999999999975,0.13473466666666656,,,,0,,,95.62230718423503,,1,119,6,6,0.36134453781512604,43,0.36134453781512604,1.0,0,0.36134453781512604
2022-10-20,2022,10,42,20,Thursday,Kerala,Wayanad,Mananthavady,SYNTHETIC_SPLIT Ã¢ district-level annual total for Thiruvananthapuram (2022) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,11.8,76.0,1,dengue,89,0,2.0,0,29.55000000000001,0,0.617591,0,,1,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,43.0,7.0,3420.0,4.0,1.0,0.0,1,868.5,1701.092296143863,4.0,3420.0,25.0,868.5,1701.092296143863,868.5,1701.092296143863,46.0,82.0,1.0454545454545454,4.5,-3.4545454545454546,46.0,868.5,25.0,1701.092296143863,4.0,3420.0,-0.4582349806560567,0.102475531347432,-0.8660254037844386,0.5000000000000001,-0.9646355819083585,0.263587166069068,28.83000000000004,29.870000000000005,0.960634,1.068371,29.460000000000022,0.859583,29.460000000000022,0.859583,0.0899999999999892,-0.24199199999999998,,,,0,,,164.79503866550738,,1,173,3,3,0.5144508670520231,89,0.5144508670520231,1.0,0,0.5144508670520231
2023-09-16,2023,9,37,16,Saturday,Kerala,Wayanad,Mananthavady,DISTRICT_HQ_FALLBACK Ã¢ exact taluk requires taluk-boundary GIS reverse geocoding,11.8,76.0,1,dengue,61,0,,1,29.27000000000004,0,0.3409555758,0,13.0,0,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,89.0,43.0,7.0,3420.0,2.0,1.0,1,889.75,1687.1671276630145,7.0,3420.0,66.0,712.6,1513.8726168340584,712.6,1513.8726168340584,-28.0,18.0,-0.3111111111111111,1.0454545454545454,-1.3565656565656565,-28.0,712.6,43.0,1513.8726168340584,4.0,3420.0,-0.4304193024235351,0.06855858310133653,-1.0,-1.8369701987210297e-16,-0.9473263538541913,-0.32026985386283807,29.55000000000001,28.83000000000004,0.617591,0.960634,29.530000000000015,0.92874175,29.47800000000002,0.8111846,-0.20799999999998064,-0.4702290242,,,,0,,,349.39113163999804,,1,74,2,2,0.8243243243243243,61,0.8243243243243243,1.0,0,0.8243243243243243
2023-10-20,2023,10,42,20,Friday,Kerala,Wayanad,Mananthavady,SYNTHETIC_SPLIT Ã¢ district-level annual total for Thiruvananthapuram (2023) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,11.8,76.0,1,dengue,5,0,0.0,0,29.55000000000001,0,0.617591,0,,1,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,61.0,89.0,43.0,7.0,,2.0,1,50.0,34.35112807463233,7.0,89.0,52.0,604.0,1379.9318823768078,604.0,1379.9318823768078,-56.0,-84.0,-0.9032258064516129,-0.3111111111111111,-0.5921146953405018,-56.0,604.0,52.0,1379.9318823768078,4.0,3420.0,-0.43407939428682724,0.099999980000004,-0.8660254037844386,0.5000000000000001,-0.9646355819083585,0.263587166069068,29.27000000000004,29.55000000000001,0.3409555758,0.617591,29.380000000000024,0.7468878939499999,29.443333333333356,0.7328130959666667,0.10666666666665492,-0.11522209596666666,,,,0,,,59.74385543575318,,1,25684,11,11,0.0001946737268338265,5,0.0001946737268338265,1.0,0,0.0001946737268338265
2024-12-31,2024,12,1,31,Tuesday,Kerala,Wayanad,Mananthavady,SYNTHETIC_SPLIT Ã¢ district-level annual total for Palakkad (2024) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,11.8,76.0,1,dengue,498,0,1.0,0,28.83000000000004,0,0.960634,0,,1,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,5.0,61.0,89.0,43.0,0.0,,1,49.5,35.189960689564955,5.0,89.0,52.0,518.4285714285714,1279.883048972686,518.4285714285714,1279.883048972686,493.0,437.0,82.16666666666667,-0.9032258064516129,83.06989247311829,493.0,518.4285714285714,43.0,1279.883048972686,4.0,3420.0,-0.01596127965391517,10.060604028160801,-2.4492935982947064e-16,1.0,0.1182731709213658,0.9929810960135169,29.55000000000001,29.27000000000004,0.617591,0.3409555758,29.300000000000026,0.63419289395,29.45857142857145,0.7163527965428571,-0.6285714285714086,0.24428120345714288,,,,0,,,21.6210859379531,,1,35943,11,11,0.013855270845505384,525,0.014606460228695434,0.9485714285714286,0,0.013855270845505384
2020-05-03,2020,5,18,3,Sunday,Kerala,Wayanad,Sulthan Bathery,SYNTHETIC_SPLIT Ã¢ district-level annual total for Wayanad (2020) divided across its 3 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,11.6667,76.2667,1,dengue,206,0,0.0,0,28.110000000000014,0,0.545254,0,,1,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,0.8455960035018261,-0.5338233779647907,,,,,,,,,,,,,,0,,,42.78721895270796,,1,330,8,8,0.6242424242424243,206,0.6242424242424243,1.0,0,0.6242424242424243
2020-10-16,2020,10,42,16,Friday,Kerala,Wayanad,Sulthan Bathery,SYNTHETIC_SPLIT Ã¢ district-level annual total for Pathanamthitta (2020) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,11.6667,76.2667,1,dengue,8328,1,0.0,0,29.400000000000038,0,0.541994,0,,1,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,206.0,,,,0.0,,1,206.0,,206.0,206.0,206.0,206.0,,206.0,,8122.0,,39.23671497584541,,,8122.0,206.0,206.0,,206.0,206.0,,40.42718250353483,-0.8660254037844386,0.5000000000000001,-0.9646355819083585,0.263587166069068,28.110000000000014,,0.545254,,28.110000000000014,0.545254,28.110000000000014,0.545254,1.290000000000024,-0.0032600000000000406,,,,0,,,82.56553758679125,,1,8560,8,8,0.9728971962616823,8328,0.9728971962616823,1.0,0,0.9728971962616823
2021-06-05,2021,6,22,5,Saturday,Kerala,Wayanad,Sulthan Bathery,SYNTHETIC_SPLIT Ã¢ district-level annual total for Thiruvananthapuram (2021) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,11.6667,76.2667,1,dengue,52,0,0.0,0,29.160000000000025,0,0.233829,0,,1,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,8328.0,206.0,,,0.0,0.0,1,4267.0,5743.121276797139,206.0,8328.0,4267.0,4267.0,5743.121276797139,4267.0,5743.121276797139,-8276.0,-154.0,-0.9936366910793613,39.23671497584541,-40.23035166692477,-8276.0,4267.0,4267.0,5743.121276797139,206.0,8328.0,-0.7339214670060796,0.012186547897383297,1.2246467991473532e-16,-1.0,0.5085311186492207,-0.8610436117673553,29.400000000000038,28.110000000000014,0.541994,0.545254,28.755000000000024,0.543624,28.755000000000024,0.543624,0.40500000000000114,-0.309795,,,,0,,,167.05528147571525,,1,1384,5,5,0.03757225433526012,52,0.03757225433526012,1.0,0,0.03757225433526012
2021-10-20,2021,10,42,20,Wednesday,Kerala,Wayanad,Sulthan Bathery,SYNTHETIC_SPLIT Ã¢ district-level annual total for Ernakulam (2021) divided across its 7 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,11.6667,76.2667,1,dengue,5,0,0.0,0,29.400000000000038,0,0.541994,0,,1,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,52.0,8328.0,206.0,,0.0,0.0,1,2862.0,4734.32107064994,52.0,8328.0,206.0,2862.0,4734.32107064994,2862.0,4734.32107064994,-47.0,-8323.0,-0.8867924528301887,-0.9936366910793613,0.10684423824917255,-47.0,2862.0,206.0,4734.32107064994,52.0,8328.0,-0.6034656186875655,0.0017470300428126134,-0.8660254037844386,0.5000000000000001,-0.9646355819083585,0.263587166069068,29.160000000000025,29.400000000000038,0.233829,0.541994,28.890000000000025,0.440359,28.890000000000025,0.440359,0.5100000000000122,0.10163499999999998,,,,0,,,295.9124385662863,,1,6,2,2,0.8333333333333334,5,0.8333333333333334,1.0,0,0.8333333333333334
2021-10-22,2021,10,42,22,Friday,Kerala,Wayanad,Sulthan Bathery,SYNTHETIC_SPLIT Ã¢ district-level annual total for Kollam (2021) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,11.6667,76.2667,1,dengue,1,0,0.0,0,29.400000000000038,0,0.541994,0,,1,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,5.0,52.0,8328.0,206.0,0.0,0.0,1,2147.75,4121.060896985953,5.0,8328.0,129.0,2147.75,4121.060896985953,2147.75,4121.060896985953,-4.0,-51.0,-0.6666666666666666,-0.8867924528301887,0.22012578616352207,-4.0,2147.75,129.0,4121.060896985953,5.0,8328.0,-0.5209216870250245,0.0004656035364190267,-0.8660254037844386,0.5000000000000001,-0.9646355819083585,0.263587166069068,29.400000000000038,29.160000000000025,0.541994,0.233829,29.017500000000027,0.46576775,29.017500000000027,0.46576775,0.38250000000001094,0.07622625,,,,0,,,78.02712876279539,,1,59571,8,8,1.6786691510970103e-05,1,1.6786691510970103e-05,1.0,0,1.6786691510970103e-05
2021-11-26,2021,11,47,26,Friday,Kerala,Wayanad,Sulthan Bathery,SYNTHETIC_SPLIT Ã¢ district-level annual total for Kasaragod (2021) divided across its 5 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,11.6667,76.2667,1,dengue,23701,1,0.0,0,30.140000000000043,0,0.575033,0,,1,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,1.0,5.0,52.0,8328.0,0.0,0.0,1,2096.5,4154.397870530297,1.0,8328.0,28.5,1718.4,3695.81713562779,1718.4,3695.81713562779,23700.0,23696.0,11850.0,-0.6666666666666666,11850.666666666666,23700.0,1718.4,52.0,3695.81713562779,1.0,8328.0,5.947967427448558,11.305032142594646,-0.5000000000000004,0.8660254037844384,-0.6528221181905214,0.7575112421616204,29.400000000000038,29.400000000000038,0.541994,0.541994,29.340000000000035,0.4649527499999999,29.09400000000003,0.481013,1.0460000000000136,0.09401999999999999,,,,0,,,62.85583923348783,,1,23922,5,5,0.990761642003177,23701,0.990761642003177,1.0,0,0.990761642003177
2022-08-09,2022,8,32,9,Tuesday,Kerala,Wayanad,Sulthan Bathery,SYNTHETIC_SPLIT Ã¢ district-level annual total for Kollam (2022) divided across its 6 real taluks (largest-remainder rounding); not derived from taluk-level surveillance data,11.6667,76.2667,1,dengue,12,0,1.0,0,31.46000000000004,0,0.105887,0,,1,"High fever, severe headache, pain behind eyes, muscle and joint pain, nausea, rash",SYNTHETIC_DISEASE_AND_GEOGRAPHY_MIXED; YEAR_PRESERVED; DISTRICT_TALUK_COORDINATES_KEPT_AS_VALID_PACKAGES,23701.0,1.0,5.0,52.0,0.0,0.0,1,5939.75,11840.85597623753,1.0,23701.0,28.5,5382.166666666667,9563.8051301073,5382.166666666667,9563.8051301073,-23689.0,11.0,-0.9994515230782213,11850.0,-11850.999451523077,-23689.0,5382.166666666667,129.0,9563.8051301073,1.0,23701.0,-0.5615094188970916,0.0020202870457169293,-0.8660254037844385,-0.5000000000000004,-0.6068001458185934,-0.7948544414133533,30.140000000000043,29.400000000000038,0.575033,0.541994,29.525000000000038,0.4732125,29.268333333333363,0.496683,2.191666666666677,-0.390796,,,,0,,,20.778166312705633,,1,68,7,7,0.17647058823529413,13,0.19117647058823528,0.9230769230769231,0,0.17647058823529413
